_MEMBER_M19050.Micro,_MEMBER_M19050.OPC,_MEMBER_M19050.Oligo,_MEMBER_M59593.Micro,_MEMBER_M59593.OPC,_MEMBER_M59593.Oligo,_MEMBER_att_D_AD_1,_MEMBER_att_D_AD_2,_MEMBER_att_D_SCZ_1,_MEMBER_att_D_SCZ_2,_MEMBER_att_D_no_prior_0,_MEMBER_att_D_no_prior_1,_MEMBER_att_D_no_prior_2,_MEMBER_att_D_no_prior_3,_LogP_M19050.Micro,_LogP_M19050.OPC,_LogP_M19050.Oligo,_LogP_M59593.Micro,_LogP_M59593.OPC,_LogP_M59593.Oligo,_LogP_att_D_AD_1,_LogP_att_D_AD_2,_LogP_att_D_SCZ_1,_LogP_att_D_SCZ_2,_LogP_att_D_no_prior_0,_LogP_att_D_no_prior_1,_LogP_att_D_no_prior_2,_LogP_att_D_no_prior_3,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.2,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,C1704321,M10000000000001,2,0,DisGeNET,35,"Nephrotic Syndrome, Minimal Change",,-6.2,11,8.6,30304,85,259,8,3.1,1.1,348|728|2214|4094|6696|6778|10630|10763,APOE|C5AR1|FCGR3A|MAF|SPP1|STAT6|PDPN|NES,-5,0
1,0,0,0,0,1,0,1,0,0,1,1,1,0,-4.7,0,0,0,0,-2,0,-2,0,0,-4.9,-6.2,-2.9,0,C0242647,M10000101001110,6,0,DisGeNET,35,Mucosa-Associated Lymphoid Tissue Lymphoma,,-6.2,5.2,6.9,30304,264,311,14,4.5,1.2,238|604|843|1266|1524|2308|3687|5293|6857|6863|7133|51176|83666|84433,ALK|BCL6|CASP10|CNN3|CX3CR1|FOXO1|ITGAX|PIK3CD|SYT1|TAC1|TNFRSF1B|LEF1|PARP9|CARD11,-5,0
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,-4.3,0,-2,-3.7,0,0,0,-2.5,-6.2,-3.9,0,C1654637,M00010110001110,6,0,DisGeNET,35,androgen independent prostate cancer,,-6.2,6.2,7.3,30304,190,311,12,3.9,1.1,2078|2353|3702|3725|3726|3727|5087|5293|8837|23765|51176|63976,ERG|FOS|ITK|JUN|JUNB|JUND|PBX1|PIK3CD|CFLAR|IL17RA|LEF1|PRDM16,-5,0
0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,-2.9,0,-2.9,-2.7,-5.5,-6.2,-2.4,0,C4722099,M00000010111110,6,0,DisGeNET,35,High grade glioma,,-6.2,6.2,7.3,30304,190,311,12,3.9,1.1,604|1523|2034|2152|2260|2321|5175|5293|5925|6925|6934|7133,BCL6|CUX1|EPAS1|F3|FGFR1|FLT1|PECAM1|PIK3CD|RB1|TCF4|TCF7L2|TNFRSF1B,-5,0
1,0,0,0,0,0,0,1,1,0,1,1,1,1,-4.4,0,0,0,0,0,0,-2.2,-3.3,0,-6.1,-4.4,-5.5,-2.5,C2347748,M10000001101111,7,0,DisGeNET,35,Adult Erythroleukemia,,-6.1,5.6,7.1,30304,236,298,13,4.4,1.2,358|861|960|2078|2313|3399|3718|4780|5293|5552|6886|7037|7852,AQP1|RUNX1|CD44|ERG|FLI1|ID3|JAK3|NFE2L2|PIK3CD|SRGN|TAL1|TFRC|CXCR4,-5,0
1,0,1,0,0,0,1,1,0,1,1,1,1,1,-6.1,0,-3.4,0,0,0,-2.2,-3.7,0,-2.6,-5.7,-3.5,-2.9,-4.5,C0206138,M10100011011111,9,0,DisGeNET,35,CREST Syndrome,,-6.1,14,9.2,30304,59,259,7,2.7,1,713|714|1230|2214|3428|3663|4360,C1QB|C1QC|CCR1|FCGR3A|IFI16|IRF5|MRC1,-5,0
1,0,0,0,0,0,0,1,1,0,1,1,1,1,-4.4,0,0,0,0,0,0,-2.2,-3.2,0,-6.1,-4.4,-5.5,-2.5,C4520840,M10000001101111,7,0,DisGeNET,35,Erythroleukemia (Erythroid/Myeloid),,-6.1,5.6,7.1,30304,237,298,13,4.4,1.2,358|861|960|2078|2313|3399|3718|4780|5293|5552|6886|7037|7852,AQP1|RUNX1|CD44|ERG|FLI1|ID3|JAK3|NFE2L2|PIK3CD|SRGN|TAL1|TFRC|CXCR4,-5,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-5.4,0,0,0,0,-2.2,-2.4,-5.4,-3.3,-3.1,-6.1,-4.5,-5.8,-5.4,C0206062,M10000111111111,10,0,DisGeNET,35,"Lung Diseases, Interstitial",,-6.1,4.8,6.8,30304,319,298,15,5,1.3,963|1524|2113|2313|2355|3123|4360|6352|6886|7132|7133|7852|9332|10859|23765,CD53|CX3CR1|ETS1|FLI1|FOSL2|HLA-DRB1|MRC1|CCL5|TAL1|TNFRSF1A|TNFRSF1B|CXCR4|CD163|LILRB1|IL17RA,-5,0
1,1,0,0,0,0,1,1,0,0,1,0,1,0,-4.8,-2.3,0,0,0,0,-2.1,-2.5,0,0,-2.8,0,-6.1,0,C0027832,M11000011001010,6,0,DisGeNET,35,Neurofibromatosis 2,,-6.1,9.1,8.1,30304,127,237,9,3.8,1.2,960|2022|2321|3985|4478|6850|7852|10611|23765,CD44|ENG|FLT1|LIMK2|MSN|SYK|CXCR4|PDLIM5|IL17RA,-5,0
1,0,0,0,0,0,1,1,0,0,1,0,1,1,-5.8,0,0,0,0,0,-2.1,-3.4,0,0,-5.3,0,-6.1,-3.9,C0239998,M10000011001011,6,0,DisGeNET,35,Recurrent infections,,-6.1,9.1,8.1,30304,127,237,9,3.8,1.2,712|2353|3123|3394|3572|5336|5580|6513|7456,C1QA|FOS|HLA-DRB1|IRF8|IL6ST|PLCG2|PRKCD|SLC2A1|WIPF1,-5,0
0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,-4.2,0,0,0,0,-3.8,-3.4,-3.6,-2.5,-3.6,-6.1,-6.1,-3.9,C1691215,M01000011111111,9,0,DisGeNET,35,Penile hypospadias,,-6.1,9.1,8.1,30304,127,237,9,3.8,1.2,960|2353|3725|3726|4780|7048|9839|9935|55636,CD44|FOS|JUN|JUNB|NFE2L2|TGFBR2|ZEB2|MAFB|CHD7,-5,0
1,0,0,1,0,1,1,1,1,1,1,1,1,1,-4.5,0,0,-2,0,-4.2,-6,-4,-6,-2,-4.5,-2.6,-4.9,-6.1,C0494463,M10010111111111,11,0,DisGeNET,35,"Alzheimer Disease, Late Onset",,-6.1,5.6,7,30304,385,184,13,7.1,1.9,409|1524|2885|3123|3358|3606|4205|4973|5321|5336|5621|25902|64231,ARRB2|CX3CR1|GRB2|HLA-DRB1|HTR2C|IL18|MEF2A|OLR1|PLA2G4A|PLCG2|PRNP|MTHFD1L|MS4A6A,-5,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-3.2,0,-6.1,-2.7,C0750979,M00000000001011,3,0,DisGeNET,35,Primary malignant neoplasm of brain,,-6.1,19,10,30304,41,237,6,2.5,1,3689|4780|7048|7052|10788|27436,ITGB2|NFE2L2|TGFBR2|TGM2|IQGAP2|EML4,-4.9,0
0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,-2.6,-2.7,0,0,0,-3.2,-4.2,-6.1,-2.7,C4045991,M00000110001111,6,0,DisGeNET,35,Perihilar Cholangiocarcinoma,,-6.1,19,10,30304,41,237,6,2.5,1,2353|3091|3725|3726|6513|9332,FOS|HIF1A|JUN|JUNB|SLC2A1|CD163,-4.9,0
0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,-4,-2,0,0,0,-2.8,0,0,0,-4.3,-6.1,0,0,C0302142,M01100010001100,5,0,DisGeNET,35,Deformity,,-6.1,4.5,6.6,30304,350,311,16,5.1,1.3,658|1266|2260|2308|2624|4281|4774|5175|5293|5396|5649|7038|7227|9590|83439|170302,BMPR1B|CNN3|FGFR1|FOXO1|GATA2|MID1|NFIA|PECAM1|PIK3CD|PRRX1|RELN|TG|TRPS1|AKAP12|TCF7L1|ARX,-4.9,0
0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-2.5,0,0,-4.4,-6.1,-2.5,-2.1,C0019214,M00000001001111,5,0,DisGeNET,35,Hepatosplenomegaly,,-6.1,7.7,7.7,30304,127,311,10,3.2,1,238|861|2122|3431|3459|5293|6925|7450|23022|57381,ALK|RUNX1|MECOM|SP110|IFNGR1|PIK3CD|TCF4|VWF|PALLD|RHOJ,-4.9,0
1,0,0,0,0,1,0,1,1,1,1,1,1,1,-5.9,0,0,0,0,-2.9,0,-3,-5,-3.9,-6.1,-3.7,-5.5,-3.2,C0024312,M10000101111111,9,0,DisGeNET,35,Lymphopenia,,-6.1,5.5,7,30304,239,298,13,4.4,1.2,712|868|3123|3431|3718|5175|5580|6352|7133|7409|7852|57217|81704,C1QA|CBLB|HLA-DRB1|SP110|JAK3|PECAM1|PRKCD|CCL5|TNFRSF1B|VAV1|CXCR4|TTC7A|DOCK8,-4.9,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3.8,-2.7,-3.1,-6.1,C0392788,M00000000001111,4,0,DisGeNET,35,Nasal Type Extranodal NK/T-Cell Lymphoma,,-6.1,19,10,30304,53,184,6,3.3,1.3,639|2113|2214|3718|5452|5788,PRDM1|ETS1|FCGR3A|JAK3|POU2F2|PTPRC,-4.9,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-6.1,0,-2.4,-2.9,C0019187,M00000000001011,3,0,DisGeNET,35,"Hepatitis, Alcoholic",,-6.1,7.6,7.7,30304,133,298,10,3.4,1,972|2308|3689|5293|6352|6925|7132|7852|51284|115677,CD74|FOXO1|ITGB2|PIK3CD|CCL5|TCF4|TNFRSF1A|CXCR4|TLR7|NOSTRIN,-4.9,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-3.4,-3.9,-4.2,-5.1,-4.2,-6.1,-2.1,-2.5,C0279584,M00000011111111,8,0,DisGeNET,35,Childhood B Acute Lymphoblastic Leukemia,,-6.1,8.9,8,30304,99,311,9,2.9,0.95,861|2120|5087|5159|5293|6518|6579|10320|401237,RUNX1|ETV6|PBX1|PDGFRB|PIK3CD|SLC2A5|SLCO1A2|IKZF1|CASC15,-4.9,0
0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-6.1,0,0,-3.2,-3.8,-4.6,-2.4,0,C2945759,M00000010011110,5,0,DisGeNET,35,aggressive cancer,,-6.1,14,9.1,30304,83,188,7,3.7,1.4,2078|2308|3566|5552|6935|10413|83439,ERG|FOXO1|IL4R|SRGN|ZEB1|YAP1|TCF7L1,-4.9,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-3.9,-6,-4.4,-4.3,-3.3,-3.3,-3.6,-3.9,C1855853,M00000011111111,8,0,DisGeNET,35,Impaired platelet aggregation,,-6,52,14,30304,16,146,4,2.7,1.4,861|2313|5321|7450,RUNX1|FLI1|PLA2G4A|VWF,-4.9,0
1,0,0,0,0,1,1,0,1,1,1,1,1,1,-2.5,0,0,0,0,-2.2,-4.9,0,-2.2,-2.9,-5.1,-3.4,-6,-5,C1292753,M10000110111111,9,0,DisGeNET,35,Primary Effusion Lymphoma,,-6,7.6,7.6,30304,169,237,10,4.2,1.3,639|942|3091|3572|4780|5452|7048|9402|10320|22806,PRDM1|CD86|HIF1A|IL6ST|NFE2L2|POU2F2|TGFBR2|GRAP2|IKZF1|IKZF3,-4.9,0
1,1,0,0,0,1,1,0,1,1,1,1,1,1,-4.3,-4.4,0,0,0,-4.1,-4.4,0,-3.7,-3.5,-6,-5.7,-6,-3.2,C4721414,M11000110111111,10,0,DisGeNET,35,Mantle cell lymphoma,,-6,4.4,6.5,30304,466,237,16,6.8,1.6,639|960|972|1436|3572|3718|4360|5140|5359|5580|6850|6886|7052|7852|9411|51176,PRDM1|CD44|CD74|CSF1R|IL6ST|JAK3|MRC1|PDE3B|PLSCR1|PRKCD|SYK|TAL1|TGM2|CXCR4|ARHGAP29|LEF1,-4.9,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-5.7,0,0,0,0,-3.4,-5.9,-2.5,-3.5,-4,-4.4,-3.1,-4.8,-6,C0042900,M10000111111111,10,0,DisGeNET,35,Vitiligo,,-6,5.4,6.9,30304,394,184,13,7.1,1.9,2313|3106|3123|4988|5336|5467|5621|5788|6503|7038|7048|9402|54504,FLI1|HLA-B|HLA-DRB1|OPRM1|PLCG2|PPARD|PRNP|PTPRC|SLA|TG|TGFBR2|GRAP2|CPVL,-4.9,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-3.4,0,-3.5,-6,0,0,C0206647,M00000000101100,3,0,DisGeNET,35,Dermatofibrosarcoma,,-6,18,9.8,30304,33,311,6,1.9,0.78,347|2078|2120|5155|5159|7088,APOD|ERG|ETV6|PDGFB|PDGFRB|TLE1,-4.9,0
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.4,0,0,0,0,0,0,0,0,-3.8,-6,0,0,C0013170,M01000000001100,3,0,DisGeNET,35,Drug habituation,,-6,6,7.1,30304,196,311,12,3.9,1.1,105|1523|1826|2120|5087|5583|6925|11278|23034|79750|81035|114786,ADARB2|CUX1|DSCAM|ETV6|PBX1|PRKCH|TCF4|KLF12|SAMD4A|ZNF385D|COLEC12|XKR4,-4.9,0
1,0,0,0,0,1,1,0,0,0,1,1,1,1,-2.3,0,0,0,0,-2.4,-2.6,0,0,0,-6,-3.3,-5.1,-2.1,C0279671,M10000110001111,7,0,DisGeNET,35,Cervical Squamous Cell Carcinoma,,-6,4.4,6.5,30304,371,298,16,5.4,1.3,919|960|2887|3091|3123|3587|4780|5293|5580|6935|7545|8202|9332|9770|22846|51284,CD247|CD44|GRB10|HIF1A|HLA-DRB1|IL10RA|NFE2L2|PIK3CD|PRKCD|ZEB1|ZIC1|NCOA3|CD163|RASSF2|VASH1|TLR7,-4.9,0
0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,-3.8,0,0,0,0,-6,-2.4,0,-4.2,-5.8,-4.8,-5.1,-2.7,C0005612,M01000011011111,8,0,DisGeNET,35,Birth Weight,,-6,7.5,7.6,30304,214,188,10,5.3,1.6,2321|3709|3784|5925|6721|6934|10413|11214|64399|169792,FLT1|ITPR2|KCNQ1|RB1|SREBF2|TCF7L2|YAP1|AKAP13|HHIP|GLIS3,-4.9,0
0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,-3.2,-2.8,0,0,0,0,0,0,0,-2,-6,-3.3,-2.8,C4733092,M01100000001111,6,0,DisGeNET,35,estrogen receptor-negative breast cancer,,-6,4.4,6.5,30304,356,311,16,5.1,1.3,182|688|861|960|2034|2113|2122|2260|2321|4781|5087|5159|5293|6925|9402|51703,JAG1|KLF5|RUNX1|CD44|EPAS1|ETS1|MECOM|FGFR1|FLT1|NFIB|PBX1|PDGFRB|PIK3CD|TCF4|GRAP2|ACSL5,-4.8,0
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-6,0,0,0,-2.8,-5.6,-2.3,0,C1997217,M00000010001110,4,0,DisGeNET,35,Low grade glioma,,-6,13,9,30304,85,188,7,3.7,1.4,604|2321|6663|6934|7097|7122|10413,BCL6|FLT1|SOX10|TCF7L2|TLR2|CLDN5|YAP1,-4.8,0
1,0,0,0,0,0,1,1,0,1,1,1,1,1,-5.1,0,0,0,0,0,-4.5,-2.6,0,-3.5,-4.5,-6,-5.4,-3.7,C0275518,M10000011011111,8,0,DisGeNET,35,Acute infectious disease,,-6,5.9,7.1,30304,198,311,12,3.9,1.1,567|2353|2624|3075|3687|3725|3726|3727|5270|26191|83666|85363,B2M|FOS|GATA2|CFH|ITGAX|JUN|JUNB|JUND|SERPINE2|PTPN22|PARP9|TRIM5,-4.8,0
1,0,0,1,0,1,0,1,1,1,1,1,1,1,-4.8,0,0,-2.2,0,-2.2,0,-2,-3.1,-2.9,-5.9,-3.4,-5.1,-3.2,C2945695,M10010101111111,10,0,DisGeNET,35,Limb ischemia,,-5.9,6.5,7.2,30304,171,298,11,3.7,1.1,571|1462|3091|3689|4205|4780|5293|6646|7037|7133|7852,BACH1|VCAN|HIF1A|ITGB2|MEF2A|NFE2L2|PIK3CD|SOAT1|TFRC|TNFRSF1B|CXCR4,-4.8,0
0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,-2.4,0,0,0,-2.8,-3.7,0,0,0,-5.9,-5.7,0,-2.1,C0032927,M01000110001101,6,0,DisGeNET,35,Precancerous Conditions,,-5.9,3.9,6.3,30304,471,298,18,6,1.4,861|864|960|1462|1634|2113|2120|2122|2261|2353|2355|4088|4360|4780|5293|5742|6925|51176,RUNX1|RUNX3|CD44|VCAN|DCN|ETS1|ETV6|MECOM|FGFR3|FOS|FOSL2|SMAD3|MRC1|NFE2L2|PIK3CD|PTGS1|TCF4|LEF1,-4.8,0
1,1,0,0,0,0,0,0,0,0,1,0,1,0,-3.3,-4.8,0,0,0,0,0,0,0,0,-5.9,0,-5.2,0,C0270824,M11000000001010,4,0,DisGeNET,35,Visual seizure,,-5.9,5.8,7,30304,209,298,12,4,1.1,2353|2697|3570|3572|4780|4988|5074|5580|6352|6925|7132|7133,FOS|GJA1|IL6R|IL6ST|NFE2L2|OPRM1|PAWR|PRKCD|CCL5|TCF4|TNFRSF1A|TNFRSF1B,-4.8,0
0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-2.8,0,0,0,-5.9,-2,-2.4,-3.9,C1737329,M00000010001111,5,0,DisGeNET,35,Dysmorphism,,-5.9,10,8.2,30304,80,298,8,2.7,0.94,2113|2261|2899|6886|6938|7545|84107|93986,ETS1|FGFR3|GRIK3|TAL1|TCF12|ZIC1|ZIC4|FOXP2,-4.8,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.9,-5.9,0,0,C0220645,M00000000001100,2,0,DisGeNET,35,Childhood Soft Tissue Sarcoma,,-5.9,6.5,7.2,30304,166,311,11,3.5,1,238|960|2034|2152|2260|2308|3394|5159|5175|5788|6857,ALK|CD44|EPAS1|F3|FGFR1|FOXO1|IRF8|PDGFRB|PECAM1|PTPRC|SYT1,-4.8,0
1,1,0,0,0,0,1,0,0,1,1,0,1,1,-2.7,-5.9,0,0,0,0,-2.6,0,0,-2.3,-4.7,0,-4.6,-4.4,C0152459,M11000010011011,7,0,DisGeNET,35,Linear atrophy,,-5.9,10,8.2,30304,149,160,8,5,1.7,2918|3479|3709|3784|5452|6663|6750|152137,GRM8|IGF1|ITPR2|KCNQ1|POU2F2|SOX10|SST|CCDC50,-4.7,0
0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,-2.2,0,0,0,-3.4,0,0,0,0,-5.9,-3.2,-3.1,0,C0279986,M01000100001110,5,0,DisGeNET,35,Childhood Leiomyosarcoma,,-5.9,7.3,7.4,30304,140,298,10,3.4,1,1462|3091|4360|4616|4862|5156|5293|6935|9332|51176,VCAN|HIF1A|MRC1|GADD45B|NPAS2|PDGFRA|PIK3CD|ZEB1|CD163|LEF1,-4.7,0
1,1,0,0,0,0,1,0,0,0,1,1,1,1,-2,-3,0,0,0,0,-2.7,0,0,0,-5.9,-2.8,-3.6,-3.5,C0339143,M11000010001111,7,0,DisGeNET,35,Thyroid associated opthalmopathies,,-5.9,5.8,6.9,30304,211,298,12,4,1.1,942|960|2353|3123|3570|4155|4780|5293|6352|6646|10135|51284,CD86|CD44|FOS|HLA-DRB1|IL6R|MBP|NFE2L2|PIK3CD|CCL5|SOAT1|NAMPT|TLR7,-4.7,0
1,1,0,0,0,0,1,0,0,0,1,1,0,0,-2.7,-5.9,0,0,0,0,-2.8,0,0,0,-3.7,-2.9,0,0,C0334579,M11000010001100,5,0,DisGeNET,35,Anaplastic astrocytoma,,-5.9,8.4,7.7,30304,202,160,9,5.6,1.8,429|1630|3479|3915|4853|5293|7057|9780|9788,ASCL1|DCC|IGF1|LAMC1|NOTCH2|PIK3CD|THBS1|PIEZO1|MTSS1,-4.7,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-2.5,-2.6,-4.1,-4.3,-3.1,-3.5,-4.4,-4.1,-5.8,C0280449,M00000111111111,9,0,DisGeNET,35,secondary acute myeloid leukemia,,-5.8,13,8.7,30304,91,184,7,3.8,1.4,861|1441|2120|2122|2321|10320|84441,RUNX1|CSF3R|ETV6|MECOM|FLT1|IKZF1|MAML2,-4.7,0
0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,-3,0,-2.5,-2.6,-2,-2.1,-3.1,-5.5,-2.6,-5.1,-5.8,C3839868,M00010111111111,10,0,DisGeNET,35,Cytogenetically normal acute myeloid leukemia,,-5.8,13,8.7,30304,91,184,7,3.8,1.4,861|2078|2122|3091|3709|23166|29760,RUNX1|ERG|MECOM|HIF1A|ITPR2|STAB1|BLNK,-4.7,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-2.6,-2.9,-5.8,-2.9,-3,-2.9,-4.6,-3.8,C0279650,M00000011111111,8,0,DisGeNET,35,Childhood Acute Megakaryoblastic Leukemia,,-5.8,26,11,30304,45,130,5,3.8,1.7,861|1436|2120|5155|5243,RUNX1|CSF1R|ETV6|PDGFB|ABCB1,-4.7,0
0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,-2.2,0,0,0,-3.4,0,0,0,0,-5.8,-3.2,-3.1,0,C0278607,M01000100001110,5,0,DisGeNET,35,Adult Leiomyosarcoma,,-5.8,7.2,7.4,30304,141,298,10,3.4,1,1462|3091|4360|4616|4862|5156|5293|6935|9332|51176,VCAN|HIF1A|MRC1|GADD45B|NPAS2|PDGFRA|PIK3CD|ZEB1|CD163|LEF1,-4.7,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,-5.8,0,0,0,0,0,0,0,0,0,-2.3,0,-2.7,0,C0021655,M10000000001010,3,0,DisGeNET,35,Insulin Resistance,,-5.8,7.2,7.4,30304,162,259,10,3.9,1.2,718|834|958|3162|3329|3684|4360|5360|9332|57817,C3|CASP1|CD40|HMOX1|HSPD1|ITGAM|MRC1|PLTP|CD163|HAMP,-4.7,0
0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,-3.8,0,0,0,0,-4,-2.1,0,-2.1,-2.4,-5.8,-3.8,-3.4,C0848558,M01000011011111,8,0,DisGeNET,35,Hypospadias,,-5.8,4.3,6.4,30304,366,311,16,5.1,1.3,960|2260|2353|3725|3726|3727|4281|5293|6239|9935|23414|54796|55784|63976|139818|170302,CD44|FGFR1|FOS|JUN|JUNB|JUND|MID1|PIK3CD|RREB1|MAFB|ZFPM2|BNC2|MCTP2|PRDM16|DOCK11|ARX,-4.7,0
1,1,0,0,0,0,1,0,0,0,1,1,1,0,-2.1,-2.4,0,0,0,0,-2.5,0,0,0,-5.8,-2.4,-4,0,C0004763,M11000010001110,6,0,DisGeNET,35,Barrett Esophagus,,-5.8,3.8,6.2,30304,478,298,18,6,1.4,864|960|1871|2022|3091|3315|3490|4481|4780|5742|6303|6646|6935|7852|50515|54796|64778|387357,RUNX3|CD44|E2F3|ENG|HIF1A|HSPB1|IGFBP7|MSR1|NFE2L2|PTGS1|SAT1|SOAT1|ZEB1|CXCR4|CHST11|BNC2|FNDC3B|THEMIS,-4.7,0
0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-2.3,0,0,-2.3,-2.2,-5.8,-3,C0162538,M00000001001111,5,0,DisGeNET,35,Immunoglobulin A deficiency (disorder),,-5.8,12,8.6,30304,72,237,7,3,1.1,639|942|3123|6850|7052|22806|26191,PRDM1|CD86|HLA-DRB1|SYK|TGM2|IKZF3|PTPN22,-4.7,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-5.8,0,0,0,0,0,0,0,0,0,-2.5,0,0,0,C0598608,M10000000001000,2,0,DisGeNET,35,Hyperhomocysteinemia,,-5.8,5.7,6.9,30304,246,259,12,4.6,1.3,199|348|834|1026|2876|3162|5293|6573|6696|8829|9709|23564,AIF1|APOE|CASP1|CDKN1A|GPX1|HMOX1|PIK3CD|SLC19A1|SPP1|NRP1|HERPUD1|DDAH2,-4.7,0
0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,-2.8,0,0,0,0,-4.4,0,-2.5,0,-4,-5.8,-3,-2.4,C0221357,M01000010101111,7,0,DisGeNET,35,Brachydactyly,,-5.8,4.5,6.5,30304,325,311,15,4.8,1.2,182|658|2260|5159|5745|5925|6913|6938|7227|9935|22856|23414|63976|81792|84570,JAG1|BMPR1B|FGFR1|PDGFRB|PTH1R|RB1|TBX15|TCF12|TRPS1|MAFB|CHSY1|ZFPM2|PRDM16|ADAMTS12|COL25A1,-4.7,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,C0162375,M10000000000000,1,0,DisGeNET,35,"Granuloma, Giant Cell Reparative",,-5.8,43,13,30304,11,259,4,1.5,0.77,1436|6452|6696|9332,CSF1R|SH3BP2|SPP1|CD163,-4.7,0
1,0,0,0,0,0,0,1,0,0,1,1,1,0,-3.2,0,0,0,0,0,0,-2.7,0,0,-2.3,-2.7,-5.8,0,C0018553,M10000001001110,5,0,DisGeNET,35,"Hamartoma Syndrome, Multiple",,-5.8,5.7,6.9,30304,270,237,12,5.1,1.4,942|2289|3091|4780|6513|6556|7052|7132|7316|9402|26191|64805,CD86|FKBP5|HIF1A|NFE2L2|SLC2A1|SLC11A1|TGM2|TNFRSF1A|UBC|GRAP2|PTPN22|P2RY12,-4.7,0
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-4.2,0,0,0,0,-2.4,0,0,0,-5.8,-4.9,0,0,C0424605,M01000010001100,4,0,DisGeNET,35,Developmental delay (disorder),,-5.8,3.5,6,30304,584,298,20,6.7,1.4,861|960|2261|2555|2737|2899|3689|3784|4155|4212|4774|5293|6925|6938|7545|8671|10019|53335|93986|152330,RUNX1|CD44|FGFR3|GABRA2|GLI3|GRIK3|ITGB2|KCNQ1|MBP|MEIS2|NFIA|PIK3CD|TCF4|TCF12|ZIC1|SLC4A4|SH2B3|BCL11A|FOXP2|CNTN4,-4.7,0
0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,-3.3,0,0,0,0,0,0,0,-2.4,-5.8,-4.9,-3.8,-5.6,C0035222,M01000000011111,6,0,DisGeNET,35,"Respiratory Distress Syndrome, Adult",,-5.8,4,6.2,30304,434,298,17,5.7,1.3,358|960|1634|2078|2114|2353|3091|3689|4088|4780|4988|5293|7132|7368|7852|10135|23765,AQP1|CD44|DCN|ERG|ETS2|FOS|HIF1A|ITGB2|SMAD3|NFE2L2|OPRM1|PIK3CD|TNFRSF1A|UGT8|CXCR4|NAMPT|IL17RA,-4.7,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-5.8,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,C0276548,M10000000001000,2,0,DisGeNET,35,HIV encephalitis,,-5.8,16,9.3,30304,43,259,6,2.3,0.93,199|348|958|3162|6696|6750,AIF1|APOE|CD40|HMOX1|SPP1|SST,-4.6,0
