_MEMBER_AD.Micro,_MEMBER_AD.OPC,_MEMBER_AD.Oligo,_MEMBER_Control.Micro,_MEMBER_Control.Oligo,_LogP_AD.Micro,_LogP_AD.OPC,_LogP_AD.Oligo,_LogP_Control.Micro,_LogP_Control.Oligo,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,1,0,1,0,0,-4.7,0,-2.4,C0234985,M00101,2,0,DisGeNET,35,Mental deterioration,,-4.7,3.5,5.4,30304,508,274,16,5.8,1.4,2|718|860|1436|3606|3635|3684|4773|4780|5337|6319|6653|7097|7402|10135|120892,A2M|C3|RUNX2|CSF1R|IL18|INPP5D|ITGAM|NFATC2|NFE2L2|PLD1|SCD|SORL1|TLR2|UTRN|NAMPT|LRRK2,-3,0
0,1,0,0,0,0,-4.7,0,0,0,C1858574,M01000,1,0,DisGeNET,35,Sparse axillary hair,,-4.7,58,13,30304,39,40,3,7.5,4.2,4214|23414|81848,MAP3K1|ZFPM2|SPRY4,-3,0
0,0,1,0,0,0,0,-4.7,0,0,C0751295,M00100,1,0,DisGeNET,35,Memory Loss,,-4.7,6.1,6.2,30304,163,274,9,3.3,1.1,1436|1508|1524|3115|3684|3689|4780|5966|6774,CSF1R|CTSB|CX3CR1|HLA-DPB1|ITGAM|ITGB2|NFE2L2|REL|STAT3,-3,0
0,0,1,0,0,0,0,-4.7,0,0,C1956089,M00100,1,0,DisGeNET,35,Osteophyte,,-4.7,8.5,6.9,30304,91,274,7,2.6,0.95,860|1508|2353|3684|6239|6696|6774,RUNX2|CTSB|FOS|ITGAM|RREB1|SPP1|STAT3,-2.9,0
0,0,1,0,0,0,0,-4.7,0,0,C1096184,M00100,1,0,DisGeNET,35,West Nile viral infection,,-4.7,6.1,6.2,30304,164,274,9,3.3,1.1,558|1436|3684|3687|5925|6696|54504|57162|139818,AXL|CSF1R|ITGAM|ITGAX|RB1|SPP1|CPVL|PELI1|DOCK11,-2.9,0
0,0,1,1,1,0,0,-4.7,-2.3,-2.3,C0151650,M00111,3,0,DisGeNET,35,Renal fibrosis,,-4.7,3.3,5.3,30304,570,274,17,6.2,1.5,240|409|718|953|3055|3566|3572|3606|4780|5321|5788|6696|6774|7046|7097|7402|9839,ALOX5|ARRB2|C3|ENTPD1|HCK|IL4R|IL6ST|IL18|NFE2L2|PLA2G4A|PTPRC|SPP1|STAT3|TGFBR1|TLR2|UTRN|ZEB2,-2.9,0
0,0,1,1,0,0,0,-4.7,-3.6,0,C0023492,M00110,2,0,DisGeNET,35,"Leukemia, T-Cell",,-4.7,3.6,5.4,30304,457,274,15,5.5,1.4,467|942|2120|2353|3059|3394|3566|3689|4067|5996|6774|6850|6886|7133|27044,ATF3|CD86|ETV6|FOS|HCLS1|IRF8|IL4R|ITGB2|LYN|RGS1|STAT3|SYK|TAL1|TNFRSF1B|SND1,-2.9,0
0,0,1,1,0,0,0,-4.7,-3.6,0,C0009447,M00110,2,0,DisGeNET,35,Common Variable Immunodeficiency,,-4.7,5.3,6,30304,207,274,10,3.6,1.1,113|942|3684|3687|5788|6774|7097|7133|7409|120892,ADCY7|CD86|ITGAM|ITGAX|PTPRC|STAT3|TLR2|TNFRSF1B|VAV1|LRRK2,-2.9,0
0,0,1,0,0,0,0,-4.7,0,0,C4703473,M00100,1,0,DisGeNET,35,Atherosclerotic lesion,,-4.7,4.8,5.8,30304,253,274,11,4,1.2,240|1075|1524|3606|3689|4780|7046|7048|7097|7100|57817,ALOX5|CTSC|CX3CR1|IL18|ITGB2|NFE2L2|TGFBR1|TGFBR2|TLR2|TLR5|HAMP,-2.9,0
0,0,0,1,0,0,0,0,-4.7,0,C0278791,M00010,1,0,DisGeNET,35,Chronic lymphocytic leukaemia refractory,,-4.7,55,13,30304,20,83,3,3.6,2,695|5293|6850,BTK|PIK3CD|SYK,-2.9,0
0,0,1,0,0,0,0,-4.7,0,0,C0742343,M00100,1,0,DisGeNET,35,Acute Chest Syndrome,,-4.7,3.8,5.5,30304,405,274,14,5.1,1.3,240|1524|3516|3606|4261|4481|4780|5321|6696|6774|7097|25902|57817|64805,ALOX5|CX3CR1|RBPJ|IL18|CIITA|MSR1|NFE2L2|PLA2G4A|SPP1|STAT3|TLR2|MTHFD1L|HAMP|P2RY12,-2.9,0
0,0,1,0,0,0,0,-4.7,0,0,C0003855,M00100,1,0,DisGeNET,35,Arteriovenous fistula,,-4.7,8.3,6.8,30304,93,274,7,2.6,0.95,409|3516|3572|3987|6696|6774|7046,ARRB2|RBPJ|IL6ST|LIMS1|SPP1|STAT3|TGFBR1,-2.9,0
0,0,1,0,0,0,0,-4.6,0,0,C0553580,M00100,1,0,DisGeNET,35,Ewings sarcoma,,-4.6,3.4,5.3,30304,517,274,16,5.8,1.4,558|860|942|1436|2313|2353|4211|4773|5788|5925|6774|6850|7048|9770|10135|55534,AXL|RUNX2|CD86|CSF1R|FLI1|FOS|MEIS1|NFATC2|PTPRC|RB1|STAT3|SYK|TGFBR2|RASSF2|NAMPT|MAML3,-2.9,0
0,1,0,0,0,0,-4.6,0,0,0,C1858573,M01000,1,0,DisGeNET,35,Sparse pubic hair,,-4.6,54,13,30304,42,40,3,7.5,4.2,4214|23414|81848,MAP3K1|ZFPM2|SPRY4,-2.9,0
0,0,1,0,0,0,0,-4.6,0,0,C0042109,M00100,1,0,DisGeNET,35,Urticaria,,-4.6,5.9,6.1,30304,168,274,9,3.3,1.1,240|3115|3572|3606|5321|5336|6850|7456|9586,ALOX5|HLA-DPB1|IL6ST|IL18|PLA2G4A|PLCG2|SYK|WIPF1|CREB5,-2.9,0
0,0,1,1,0,0,0,-4.3,-4.6,0,C3241937,M00110,2,0,DisGeNET,35,Nonalcoholic Steatohepatitis,,-4.6,6.7,6.3,30304,434,83,8,9.6,3.2,1240|2885|3709|4973|5293|5468|6850|7133,CMKLR1|GRB2|ITPR2|OLR1|PIK3CD|PPARG|SYK|TNFRSF1B,-2.8,0
1,0,1,0,0,-2,0,-4.6,0,0,C0375023,M10100,2,0,DisGeNET,35,Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,,-4.6,3.6,5.3,30304,467,274,15,5.5,1.4,1524|2353|3115|3566|3606|3684|3687|4780|5788|6696|6774|7096|10859|54504|83666,CX3CR1|FOS|HLA-DPB1|IL4R|IL18|ITGAM|ITGAX|NFE2L2|PTPRC|SPP1|STAT3|TLR1|LILRB1|CPVL|PARP9,-2.8,0
0,0,1,0,1,0,0,-4.6,0,-3.2,C0011884,M00101,2,0,DisGeNET,35,Diabetic Retinopathy,,-4.6,3.1,5.1,30304,644,274,18,6.6,1.5,718|860|972|1326|2353|2885|3606|3784|4780|5552|6696|6774|7097|7903|10859|54504|58504|84898,C3|RUNX2|CD74|MAP3K8|FOS|GRB2|IL18|KCNQ1|NFE2L2|SRGN|SPP1|STAT3|TLR2|ST8SIA4|LILRB1|CPVL|ARHGAP22|PLXDC2,-2.8,0
0,1,0,0,0,0,-4.6,0,0,0,C4021551,M01000,1,0,DisGeNET,35,Absence of secondary sex characteristics,,-4.6,52,12,30304,44,40,3,7.5,4.2,4214|23414|81848,MAP3K1|ZFPM2|SPRY4,-2.8,0
0,0,1,0,0,0,0,-4.6,0,0,C0025229,M00100,1,0,DisGeNET,35,Melioidosis,,-4.6,10,7.1,30304,65,274,6,2.2,0.88,1524|3606|6556|7096|7097|7100,CX3CR1|IL18|SLC11A1|TLR1|TLR2|TLR5,-2.8,0
0,0,1,1,0,0,0,-4.6,-4,0,C2945695,M00110,2,0,DisGeNET,35,Limb ischemia,,-4.6,5.8,6,30304,171,274,9,3.3,1.1,571|3059|3684|3689|4205|4780|6696|7097|7133,BACH1|HCLS1|ITGAM|ITGB2|MEF2A|NFE2L2|SPP1|TLR2|TNFRSF1B,-2.8,0
0,0,1,1,0,0,0,-4.6,-4.6,0,C0005612,M00110,2,0,DisGeNET,35,Birth Weight,,-4.6,5.2,5.8,30304,214,274,10,3.6,1.1,2289|3709|3784|3987|5629|5925|6239|10019|11214|27044,FKBP5|ITPR2|KCNQ1|LIMS1|PROX1|RB1|RREB1|SH2B3|AKAP13|SND1,-2.8,0
0,0,1,0,0,0,0,-4.6,0,0,C1449563,M00100,1,0,DisGeNET,35,"Cardiomyopathy, Familial Idiopathic",,-4.6,2.9,5,30304,772,274,20,7.3,1.6,558|1075|1508|2353|3115|3566|4205|4780|5137|5552|5788|5925|6319|6696|6774|6850|7133|8569|10135|10859,AXL|CTSC|CTSB|FOS|HLA-DPB1|IL4R|MEF2A|NFE2L2|PDE1C|SRGN|PTPRC|RB1|SCD|SPP1|STAT3|SYK|TNFRSF1B|MKNK1|NAMPT|LILRB1,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C0008495,M00100,1,0,DisGeNET,35,Chorioamnionitis,,-4.5,6.7,6.3,30304,132,274,8,2.9,1,467|3606|4780|5788|7096|7097|7100|57162,ATF3|IL18|NFE2L2|PTPRC|TLR1|TLR2|TLR5|PELI1,-2.8,0
1,0,1,0,0,-2.2,0,-4.5,0,0,C0524909,M10100,2,0,DisGeNET,35,"Hepatitis B, Chronic",,-4.5,3.7,5.4,30304,415,274,14,5.1,1.3,942|2885|3115|3428|3459|3606|4261|6696|6774|7096|7097|7100|10135|57817,CD86|GRB2|HLA-DPB1|IFI16|IFNGR1|IL18|CIITA|SPP1|STAT3|TLR1|TLR2|TLR5|NAMPT|HAMP,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C0037199,M00100,1,0,DisGeNET,35,Sinusitis,,-4.5,8,6.6,30304,97,274,7,2.6,0.95,860|3115|3394|4261|7456|7903|29760,RUNX2|HLA-DPB1|IRF8|CIITA|WIPF1|ST8SIA4|BLNK,-2.8,0
1,0,1,1,0,-4.5,0,-3,-2.3,0,C0220644,M10110,3,0,DisGeNET,35,Childhood Hodgkin Lymphoma,,-4.5,14,7.7,30304,399,28,5,18,7.2,399|2113|3702|6352|6778,RHOH|ETS1|ITK|CCL5|STAT6,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C0423798,M00100,1,0,DisGeNET,35,Increased tendency to bruise,,-4.5,6.7,6.2,30304,133,274,8,2.9,1,2120|4784|6774|6916|7046|7048|7456|64805,ETV6|NFIX|STAT3|TBXAS1|TGFBR1|TGFBR2|WIPF1|P2RY12,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C3840565,M00100,1,0,DisGeNET,35,Autoimmune thyroid disease (AITD),,-4.5,6.7,6.2,30304,133,274,8,2.9,1,3115|3394|3606|6696|6774|7038|7133|83478,HLA-DPB1|IRF8|IL18|SPP1|STAT3|TG|TNFRSF1B|ARHGAP24,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C0853879,M00100,1,0,DisGeNET,35,Invasive carcinoma of breast,,-4.5,3.5,5.3,30304,472,274,15,5.5,1.4,240|860|972|1902|2059|2120|3597|5330|5966|6774|7046|7048|50515|56034|93663,ALOX5|RUNX2|CD74|LPAR1|EPS8|ETV6|IL13RA1|PLCB2|REL|STAT3|TGFBR1|TGFBR2|CHST11|PDGFC|ARHGAP18,-2.8,0
0,0,1,1,0,0,0,-3.7,-4.5,0,C4552091,M00110,2,0,DisGeNET,35,"Polyarthritis, Juvenile, Rheumatoid Factor Negative",,-4.5,14,7.8,30304,131,83,5,6,2.6,113|4478|4973|25816|54502,ADCY7|MSN|OLR1|TNFAIP8|RBM47,-2.8,0
0,0,1,1,0,0,0,-3.7,-4.5,0,C4704862,M00110,2,0,DisGeNET,35,"Polyarthritis, Juvenile, Rheumatoid Factor Positive",,-4.5,14,7.8,30304,131,83,5,6,2.6,113|4478|4973|25816|54502,ADCY7|MSN|OLR1|TNFAIP8|RBM47,-2.8,0
0,0,1,1,0,0,0,-4.5,-2.6,0,C0917805,M00110,2,0,DisGeNET,35,Transient Cerebral Ischemia,,-4.5,7.9,6.5,30304,98,274,7,2.6,0.95,718|972|1508|4780|6696|6774|7133,C3|CD74|CTSB|NFE2L2|SPP1|STAT3|TNFRSF1B,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C0029401,M00100,1,0,DisGeNET,35,Osteitis Deformans,,-4.5,6.6,6.2,30304,134,274,8,2.9,1,1508|2289|2353|3572|3635|4780|6696|79890,CTSB|FKBP5|FOS|IL6ST|INPP5D|NFE2L2|SPP1|RIN3,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C0038220,M00100,1,0,DisGeNET,35,Status Epilepticus,,-4.5,3.3,5.2,30304,533,274,16,5.8,1.4,2|942|1436|1524|2353|3572|3606|3684|4780|5321|5629|6546|6774|7048|7402|55824,A2M|CD86|CSF1R|CX3CR1|FOS|IL6ST|IL18|ITGAM|NFE2L2|PLA2G4A|PROX1|SLC8A1|STAT3|TGFBR2|UTRN|PAG1,-2.8,0
0,0,1,1,0,0,0,-4.5,-3.1,0,C0856169,M00110,2,0,DisGeNET,35,Endothelial dysfunction,,-4.5,2.9,5,30304,716,274,19,6.9,1.5,467|1240|1524|3606|3684|3687|3689|4205|4780|6319|6696|7046|7097|7402|9839|55636|57817|64805|120892,ATF3|CMKLR1|CX3CR1|IL18|ITGAM|ITGAX|ITGB2|MEF2A|NFE2L2|SCD|SPP1|TGFBR1|TLR2|UTRN|ZEB2|CHD7|HAMP|P2RY12|LRRK2,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C0022283,M00100,1,0,DisGeNET,35,Incontinentia Pigmenti Achromians,,-4.5,9.9,7,30304,67,274,6,2.2,0.88,4286|6774|7097|7133|64581|83666,MITF|STAT3|TLR2|TNFRSF1B|CLEC7A|PARP9,-2.8,0
1,0,1,0,0,-2.3,0,-4.5,0,0,C0848558,M10100,2,0,DisGeNET,35,Hypospadias,,-4.5,3.9,5.4,30304,366,274,13,4.7,1.3,463|467|2353|4780|6239|6774|7046|7048|9839|54796|55636|137196|139818,ZFHX3|ATF3|FOS|NFE2L2|RREB1|STAT3|TGFBR1|TGFBR2|ZEB2|BNC2|CHD7|CCDC26|DOCK11,-2.8,0
0,1,0,0,0,0,-4.5,0,0,0,C4073137,M01000,1,0,DisGeNET,35,Decreased serum testosterone level,,-4.5,48,12,30304,47,40,3,7.5,4.2,4214|23414|81848,MAP3K1|ZFPM2|SPRY4,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C2930967,M00100,1,0,DisGeNET,35,Gastro-enteropancreatic neuroendocrine tumor,,-4.5,13,7.6,30304,41,274,5,1.8,0.81,942|963|4261|5452|5788,CD86|CD53|CIITA|POU2F2|PTPRC,-2.8,0
1,0,1,1,0,-4.2,0,-4.5,-3.5,0,C0024301,M10110,3,0,DisGeNET,35,"Lymphoma, Follicular",,-4.5,3.5,5.2,30304,477,274,15,5.5,1.4,240|953|1794|3115|3394|3566|3687|3937|5452|5925|5966|6774|6886|7097|10135,ALOX5|ENTPD1|DOCK2|HLA-DPB1|IRF8|IL4R|ITGAX|LCP2|POU2F2|RB1|REL|STAT3|TAL1|TLR2|NAMPT,-2.8,0
0,0,1,0,0,0,0,-4.5,0,0,C0038868,M00100,1,0,DisGeNET,35,Progressive supranuclear palsy,,-4.5,5.7,5.9,30304,176,274,9,3.3,1.1,860|4780|5336|5788|6579|6696|9020|93986|120892,RUNX2|NFE2L2|PLCG2|PTPRC|SLCO1A2|SPP1|MAP3K14|FOXP2|LRRK2,-2.7,0
0,0,1,0,0,0,0,-4.5,0,0,C0023241,M00100,1,0,DisGeNET,35,Legionnaires' Disease,,-4.5,21,8.8,30304,21,274,4,1.5,0.72,7096|7097|7100|7133,TLR1|TLR2|TLR5|TNFRSF1B,-2.7,0
0,0,0,1,0,0,0,0,-4.4,0,C0221026,M00010,1,0,DisGeNET,35,X-linked agammaglobulinemia,,-4.4,21,8.9,30304,68,83,4,4.8,2.4,695|5293|5341|29760,BTK|PIK3CD|PLEK|BLNK,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C0279671,M00100,1,0,DisGeNET,35,Cervical Squamous Cell Carcinoma,,-4.4,3.9,5.3,30304,371,274,13,4.7,1.3,3115|3566|3587|3606|4780|6480|6696|6774|7096|7097|8202|9770|83478,HLA-DPB1|IL4R|IL10RA|IL18|NFE2L2|ST6GAL1|SPP1|STAT3|TLR1|TLR2|NCOA3|RASSF2|ARHGAP24,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C0018935,M00100,1,0,DisGeNET,35,Hematocrit procedure,,-4.4,6.4,6.1,30304,138,274,8,2.9,1,463|4286|5629|6239|10019|10301|54899|55534,ZFHX3|MITF|PROX1|RREB1|SH2B3|DLEU1|PXK|MAML3,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C0202117,M00100,1,0,DisGeNET,35,Low density lipoprotein cholesterol measurement,,-4.4,3.4,5.2,30304,483,274,15,5.5,1.4,920|3122|3987|4286|5090|6671|6938|7046|7048|10019|10135|10257|25902|54899|120892,CD4|HLA-DRA|LIMS1|MITF|PBX3|SP4|TCF12|TGFBR1|TGFBR2|SH2B3|NAMPT|ABCC4|MTHFD1L|PXK|LRRK2,-2.7,0
0,0,1,1,0,0,0,-3.4,-4.4,0,C1844383,M00110,2,0,DisGeNET,35,Recurrent bacterial infection,,-4.4,21,8.8,30304,69,83,4,4.8,2.4,695|3689|10320|29760,BTK|ITGB2|IKZF1|BLNK,-2.7,0
0,0,1,1,0,0,0,-3.6,-4.4,0,C3714758,M00110,2,0,DisGeNET,35,Juvenile psoriatic arthritis,,-4.4,13,7.5,30304,138,83,5,6,2.6,113|4478|4973|25816|54502,ADCY7|MSN|OLR1|TNFAIP8|RBM47,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C0027430,M00100,1,0,DisGeNET,35,Nasal Polyps,,-4.4,3.4,5.1,30304,484,274,15,5.5,1.4,2|240|2353|3122|3566|3687|4261|5788|6696|6774|7096|7097|7133|83478|120892,A2M|ALOX5|FOS|HLA-DRA|IL4R|ITGAX|CIITA|PTPRC|SPP1|STAT3|TLR1|TLR2|TNFRSF1B|ARHGAP24|LRRK2,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C0013295,M00100,1,0,DisGeNET,35,Duodenal Ulcer,,-4.4,7.6,6.4,30304,102,274,7,2.6,0.95,3115|3606|4780|5321|6774|7097|7100,HLA-DPB1|IL18|NFE2L2|PLA2G4A|STAT3|TLR2|TLR5,-2.7,0
0,0,1,1,0,0,0,-4.4,-2.2,0,C0542476,M00110,2,0,DisGeNET,35,Forgetful,,-4.4,3.6,5.2,30304,429,274,14,5.1,1.3,240|953|1436|1508|1524|2289|3684|3689|4780|5321|6653|6774|7048|7097,ALOX5|ENTPD1|CSF1R|CTSB|CX3CR1|FKBP5|ITGAM|ITGB2|NFE2L2|PLA2G4A|SORL1|STAT3|TGFBR2|TLR2,-2.7,0
1,0,1,1,0,-2.7,0,-4.4,-2.2,0,C0014060,M10110,3,0,DisGeNET,35,"Encephalitis, St. Louis",,-4.4,4.5,5.5,30304,272,274,11,4,1.2,558|718|3115|3428|3606|3684|5788|6774|7097|7133|139818,AXL|C3|HLA-DPB1|IFI16|IL18|ITGAM|PTPRC|STAT3|TLR2|TNFRSF1B|DOCK11,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C0004368,M00100,1,0,DisGeNET,35,Autoimmune state,,-4.4,9.5,6.8,30304,70,274,6,2.2,0.88,3115|6239|7456|10019|25939|55636,HLA-DPB1|RREB1|WIPF1|SH2B3|SAMHD1|CHD7,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C2936739,M00100,1,0,DisGeNET,35,"Hyper-Immunoglobulin E Syndrome, Autosomal Dominant",,-4.4,20,8.6,30304,22,274,4,1.5,0.72,3572|6774|7046|81704,IL6ST|STAT3|TGFBR1|DOCK8,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C3887524,M00100,1,0,DisGeNET,35,Skin Erosion,,-4.4,4.9,5.6,30304,225,274,10,3.6,1.1,29|1508|3109|3115|6696|6774|6850|7097|27044|57522,ABR|CTSB|HLA-DMB|HLA-DPB1|SPP1|STAT3|SYK|TLR2|SND1|SRGAP1,-2.7,0
0,0,1,1,0,0,0,-4.4,-2.6,0,C4521042,M00110,2,0,DisGeNET,35,Complete Trisomy 21 Syndrome,,-4.4,3,4.9,30304,668,274,18,6.6,1.5,2|571|2120|3635|3684|3689|4773|4780|4784|5052|5305|6653|6774|7038|7097|7402|64092|83478,A2M|BACH1|ETV6|INPP5D|ITGAM|ITGB2|NFATC2|NFE2L2|NFIX|PRDX1|PIP4K2A|SORL1|STAT3|TG|TLR2|UTRN|SAMSN1|ARHGAP24,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C0032300,M00100,1,0,DisGeNET,35,Lobar Pneumonia,,-4.4,6.3,6,30304,140,274,8,2.9,1,3572|3606|3684|3689|4780|6696|7097|7133,IL6ST|IL18|ITGAM|ITGB2|NFE2L2|SPP1|TLR2|TNFRSF1B,-2.7,0
0,0,1,1,0,0,0,-4.4,-2.2,0,C0747845,M00110,2,0,DisGeNET,35,early pregnancy,,-4.4,4.5,5.5,30304,273,274,11,4,1.2,942|1240|3459|3566|5052|5209|7038|10135|25902|27143|55824,CD86|CMKLR1|IFNGR1|IL4R|PRDX1|PFKFB3|TG|NAMPT|MTHFD1L|PALD1|PAG1,-2.7,0
0,0,1,0,0,0,0,-4.4,0,0,C0024894,M00100,1,0,DisGeNET,35,Mastitis,,-4.4,7.5,6.3,30304,103,274,7,2.6,0.95,2|2683|3684|4780|6319|7097|7133,A2M|B4GALT1|ITGAM|NFE2L2|SCD|TLR2|TNFRSF1B,-2.7,0
0,0,1,0,0,0,0,-4.3,0,0,C0035078,M00100,1,0,DisGeNET,35,Kidney Failure,,-4.3,3.8,5.2,30304,378,274,13,4.7,1.3,718|1524|2313|2651|3606|3689|5927|6696|7048|7097|10135|54796|57817,C3|CX3CR1|FLI1|GCNT2|IL18|ITGB2|KDM5A|SPP1|TGFBR2|TLR2|NAMPT|BNC2|HAMP,-2.7,0
0,0,1,1,0,0,0,-4.3,-2.2,0,C0002895,M00110,2,0,DisGeNET,35,"Anemia, Sickle Cell",,-4.3,3.6,5.2,30304,433,274,14,5.1,1.3,240|860|1075|2353|3606|3689|4780|5321|6319|6579|7097|54504|55636|57817,ALOX5|RUNX2|CTSC|FOS|IL18|ITGB2|NFE2L2|PLA2G4A|SCD|SLCO1A2|TLR2|CPVL|CHD7|HAMP,-2.7,0
0,0,1,0,0,0,0,-4.3,0,0,C0149745,M00100,1,0,DisGeNET,35,Oral Ulcer,,-4.3,7.4,6.3,30304,104,274,7,2.6,0.95,3115|3394|3459|3684|5788|6239|6696,HLA-DPB1|IRF8|IFNGR1|ITGAM|PTPRC|RREB1|SPP1,-2.6,0
0,0,1,1,0,0,0,-4.3,-3.6,0,C0031090,M00110,2,0,DisGeNET,35,Periodontal Diseases,,-4.3,4.1,5.3,30304,326,274,12,4.4,1.2,240|1075|1508|3394|3428|3606|3689|6696|6774|6850|7097|7133,ALOX5|CTSC|CTSB|IRF8|IFI16|IL18|ITGB2|SPP1|STAT3|SYK|TLR2|TNFRSF1B,-2.6,0
0,0,1,0,0,0,0,-4.3,0,0,C0085655,M00100,1,0,DisGeNET,35,Polymyositis,,-4.3,5.4,5.8,30304,183,274,9,3.3,1.1,240|942|3115|3572|3606|5788|7133|7402|10859,ALOX5|CD86|HLA-DPB1|IL6ST|IL18|PTPRC|TNFRSF1B|UTRN|LILRB1,-2.6,0
0,0,1,1,0,0,0,-4.3,-3.8,0,C1609538,M00110,2,0,DisGeNET,35,Latent Tuberculosis,,-4.3,5.4,5.8,30304,183,274,9,3.3,1.1,953|3122|3687|6556|6696|6774|7096|7097|57817,ENTPD1|HLA-DRA|ITGAX|SLC11A1|SPP1|STAT3|TLR1|TLR2|HAMP,-2.6,0
1,0,1,0,0,-2.9,0,-4.3,0,0,C4282128,M10100,2,0,DisGeNET,35,PATENT DUCTUS ARTERIOSUS 1,,-4.3,4.8,5.6,30304,229,274,10,3.6,1.1,558|3684|5927|6696|6774|7182|7409|10135|27143|64581,AXL|ITGAM|KDM5A|SPP1|STAT3|NR2C2|VAV1|NAMPT|PALD1|CLEC7A,-2.6,0
0,0,1,0,0,0,0,-4.3,0,0,C0149871,M00100,1,0,DisGeNET,35,Deep Vein Thrombosis,,-4.3,4.8,5.5,30304,230,274,10,3.6,1.1,2|953|3115|3606|3684|5788|6696|6774|57817|285195,A2M|ENTPD1|HLA-DPB1|IL18|ITGAM|PTPRC|SPP1|STAT3|HAMP|SLC9A9,-2.6,0
0,0,1,0,0,0,0,-4.3,0,0,C0876973,M00100,1,0,DisGeNET,35,Infectious Lung Disorder,,-4.3,5.4,5.7,30304,185,274,9,3.3,1.1,718|3459|3606|3684|3689|6774|7097|64581|83666,C3|IFNGR1|IL18|ITGAM|ITGB2|STAT3|TLR2|CLEC7A|PARP9,-2.6,0
1,0,1,0,0,-4.3,0,-2.3,0,0,C0278498,M10100,2,0,DisGeNET,35,Malignant neoplasm of stomach stage IV,,-4.3,42,11,30304,78,28,3,11,5.8,864|969|6352,RUNX3|CD69|CCL5,-2.6,0
0,0,1,1,0,0,0,-4.3,-2.1,0,C0017178,M00110,2,0,DisGeNET,35,Gastrointestinal Diseases,,-4.3,6.1,5.9,30304,144,274,8,2.9,1,3587|3606|4780|6546|6688|7048|7097|137196,IL10RA|IL18|NFE2L2|SLC8A1|SPI1|TGFBR2|TLR2|CCDC26,-2.6,0
1,0,1,1,0,-2,0,-3.9,-4.3,0,C1527336,M10110,3,0,DisGeNET,35,Sjogren's Syndrome,,-4.3,6.1,5.9,30304,481,83,8,9.6,3.2,695|1520|3122|3689|4478|5293|5468|10475,BTK|CTSS|HLA-DRA|ITGB2|MSN|PIK3CD|PPARG|TRIM38,-2.6,0
0,1,1,0,0,0,-4.3,-4,0,0,C0038580,M01100,2,0,DisGeNET,35,Substance Dependence,,-4.3,19,8.4,30304,156,40,4,10,4.7,2917|11278|23034|27185,GRM7|KLF12|SAMD4A|DISC1,-2.6,0
1,0,1,1,0,-3.4,0,-4.3,-3.2,0,C0149678,M10110,3,0,DisGeNET,35,Epstein-Barr Virus Infections,,-4.3,3.7,5.2,30304,384,274,13,4.7,1.3,953|972|3122|3606|3689|4780|5452|5552|5925|6774|10257|29760|83478,ENTPD1|CD74|HLA-DRA|IL18|ITGB2|NFE2L2|POU2F2|SRGN|RB1|STAT3|ABCC4|BLNK|ARHGAP24,-2.6,0
0,0,1,0,0,0,0,-4.3,0,0,C0205696,M00100,1,0,DisGeNET,35,Anaplastic carcinoma,,-4.3,4.8,5.5,30304,232,274,10,3.6,1.1,1902|2180|3572|5925|6319|6774|7038|7048|9019|220107,LPAR1|ACSL1|IL6ST|RB1|SCD|STAT3|TG|TGFBR2|MPZL1|DLEU7,-2.6,0
0,0,1,1,0,0,0,-4.3,-2.5,0,C0033774,M00110,2,0,DisGeNET,35,Pruritus,,-4.3,7.2,6.2,30304,107,274,7,2.6,0.95,2313|3122|6774|7133|10019|55636|64581,FLI1|HLA-DRA|STAT3|TNFRSF1B|SH2B3|CHD7|CLEC7A,-2.6,0
0,0,1,1,0,0,0,-4.2,-3,0,C0242172,M00110,2,0,DisGeNET,35,Pelvic Inflammatory Disease,,-4.2,9,6.6,30304,74,274,6,2.2,0.88,1508|6774|7096|7097|9020|81704,CTSB|STAT3|TLR1|TLR2|MAP3K14|DOCK8,-2.6,0
